type,id,lat/u,lon/v,-/dist,name
node,5258118827,40.4793166,-74.4377238,,
node,5258118828,40.4794561,-74.4378255,,
node,5258118829,40.4797396,-74.4379703,,
node,5258118830,40.4801474,-74.4381613,,
node,5258118831,40.4803115,-74.438169,,
node,5258118832,40.480363,-74.4382721,,
node,5258118833,40.4807602,-74.4383246,,
node,5258118834,40.4808341,-74.4384848,,
node,5258118835,40.4806431,-74.4386774,,
node,5258118836,40.4811235,-74.4389701,,
node,5258118837,40.4809419,-74.4391704,,
node,5258118838,40.4814375,-74.4394738,,
node,5258118839,40.4812412,-74.4396773,,
node,5258118840,40.4816683,-74.4391858,,
node,5258118841,40.4817141,-74.4392632,,
node,5258118842,40.4806214,-74.4373941,,
node,5258118843,40.4806357,-74.4377595,,
node,5258118844,40.4806472,-74.437937,,
node,5258118845,40.4806334,-74.4372129,,
node,5258118846,40.480644,-74.4370494,,
node,5258118847,40.4807453,-74.4367739,,
node,5258118848,40.4807506,-74.4366781,,
node,5258118849,40.4806991,-74.4366198,,
node,5258118850,40.478928,-74.4369,,
node,5258118851,40.4789446,-74.4369862,,
node,5258118852,40.4789691,-74.4370385,,
node,5258118853,40.4790072,-74.437389,,
node,5258118854,40.4790793,-74.4375977,,
node,5258118855,40.4791476,-74.4377627,,
node,5258118856,40.4792609,-74.4378995,,
node,5258118857,40.47942,-74.4380591,,
node,5258118858,40.4796342,-74.4381788,,
node,5258118859,40.4800178,-74.4383769,,
node,5258118860,40.4800575,-74.4384346,,
node,5258118861,40.4799347,-74.438334,,
node,5260698668,40.5204318,-74.4557212,,
node,5260698669,40.5206707,-74.4559692,,
node,5260698670,40.5207925,-74.4561495,,
node,5260698671,40.5208545,-74.4562296,,
node,5260698672,40.5208824,-74.4562016,,
node,5260698673,40.5209161,-74.4561927,,
node,5260698674,40.5209376,-74.4562034,,
node,5260698675,40.520951,-74.456229,,
node,5260698676,40.5209483,-74.4563007,,
node,5260698677,40.5209295,-74.4563219,,
node,5260698678,40.5209006,-74.4563263,,
node,5260698679,40.5208804,-74.4563201,,
node,5260698680,40.5208663,-74.4562936,,
node,5260698681,40.5208575,-74.4562688,,
node,5260698682,40.5209265,-74.4561756,,
node,5260698683,40.5209729,-74.4560031,,
node,5260698684,40.52102,-74.4558624,,
node,5260698685,40.5211323,-74.4559314,,
node,5260698686,40.5214718,-74.4558992,,
node,5260698687,40.5216477,-74.4557079,,
node,5260698689,40.5206645,-74.4566693,,
node,5260698690,40.5207822,-74.4564907,,
node,5260698691,40.5185867,-74.4553789,,
node,5260698692,40.5186432,-74.4551132,,
node,5260698693,40.5186866,-74.4549915,,
node,5260698694,40.5187791,-74.4548636,,
node,5260698695,40.5189794,-74.4546788,,
node,5260698696,40.5192815,-74.455278,,
node,5260698697,40.5193264,-74.4553758,,
node,5260698698,40.5194051,-74.4554112,,
node,5260698699,40.5197151,-74.4554837,,
node,5260698700,40.5196552,-74.4559742,,
node,5260698701,40.5203009,-74.4556739,,
node,5260698702,40.5202814,-74.4557031,,
node,5260698703,40.520261,-74.4557148,,
node,5260698704,40.5202326,-74.4557148,,
node,5260698705,40.5202086,-74.4556891,,
node,5260698706,40.5201988,-74.4556553,,
node,5260698707,40.5201997,-74.4556389,,
node,5260698708,40.5202122,-74.4556132,,
node,5260698709,40.5202299,-74.4555957,,
node,5260698710,40.5202477,-74.4555922,,
node,5260698711,40.5202654,-74.4555969,,
node,5260698712,40.5202814,-74.4556016,,
node,5260698713,40.5202911,-74.4556202,,
node,5260698714,40.5203018,-74.4556529,,
node,5260698715,40.520094,-74.4555841,,
node,5260698716,40.5203661,-74.4554517,,
node,5260698717,40.5204173,-74.4554243,,
node,5260698718,40.5205451,-74.4554106,,
node,5260698719,40.520677,-74.4554142,,
node,5260698720,40.5204858,-74.4553295,,
node,5260699621,40.5204473,-74.4554211,,
node,5260699622,40.5204899,-74.4552074,,
node,5260699623,40.5205309,-74.4550994,,
node,5260699624,40.520841,-74.4545907,,
node,5260699625,40.5208386,-74.4545579,,
node,5260699626,40.5203173,-74.4555381,,
node,5260699627,40.5202659,-74.4554155,,
node,5260699628,40.520276,-74.4553403,,
node,5260699629,40.5202135,-74.4549448,,
node,5260699630,40.5204153,-74.4548882,,
node,5260699631,40.5204301,-74.4549271,,
node,5260699632,40.5190593,-74.4548374,,
node,5260699633,40.5191493,-74.4547611,,
node,5260699634,40.5192295,-74.4544629,,
node,5260699635,40.519288,-74.454422,,
node,5260699636,40.5194931,-74.4543905,,
node,5260699637,40.5194877,-74.4543368,,
node,5260699638,40.5194978,-74.4544506,,
node,5260699639,40.5193516,-74.4543412,,
node,5260699640,40.519226,-74.4544757,,
node,5260699641,40.5193213,-74.4546079,,
node,5260699642,40.5191808,-74.4546438,,
node,5260699643,40.51922,-74.4546981,,
node,5260699644,40.519357,-74.4544114,,
node,5260699645,40.5193684,-74.4545659,,
node,5262798511,40.5255229,-74.4671826,,
node,5262798512,40.5255129,-74.4673123,,
node,5262798513,40.5253071,-74.4672948,,
node,5262798515,40.5240983,-74.4681942,,
node,5262798516,40.5247093,-74.468168,,
node,5262798517,40.5235012,-74.4653509,,
node,5262800024,40.5230497,-74.4656547,,
node,5262800025,40.5230931,-74.4661278,,
node,5262800026,40.5231325,-74.4662569,,
node,5262800028,40.524299,-74.468467,,
node,5262800031,40.524238,-74.4683328,,
node,5262800032,40.5246551,-74.4680414,,
node,5262800033,40.524735,-74.4680348,,
node,5262800034,40.5249712,-74.4675284,,
node,5262800042,40.5249013,-74.4663649,,
node,5262800043,40.5250627,-74.4662475,,
node,5262800044,40.5247742,-74.4662805,,
node,5262800045,40.5246969,-74.4662561,,
node,5262800048,40.5246745,-74.4662333,,
node,5262800049,40.5244087,-74.4698304,,
node,5262800050,40.5242044,-74.4693604,,
node,5262800053,40.5239851,-74.47043,,
node,5262800054,40.5239789,-74.4705591,,
node,5262800055,40.5239365,-74.4707074,,
node,5262800056,40.5238638,-74.4708467,,
node,5262800057,40.5240485,-74.470431,,
node,5262800058,40.5244224,-74.4698557,,
node,5262800059,40.5244587,-74.4698618,,
node,5262800060,40.5244865,-74.4698385,,
node,5262800061,40.5245058,-74.4698019,,
node,5262800062,40.5245128,-74.4697734,,
node,5262800063,40.5245035,-74.4697226,,
node,5262800064,40.5244819,-74.469687,,
node,5262800065,40.5244425,-74.4696789,,
node,5262800066,40.5244008,-74.4696931,,
node,5262800067,40.524383,-74.4697206,,
node,5262800068,40.5243822,-74.469746,,
node,5262800069,40.5243827,-74.4697706,,
node,5263811207,40.5392156,-74.471485,,
node,5293295369,40.4883223,-74.4351961,,
node,5293295370,40.4883249,-74.4351069,,
node,5293295371,40.4882106,-74.4350023,,
node,5298756714,40.5316306,-74.4702249,,
node,5298756715,40.5335546,-74.471314,,
node,5298756716,40.534819,-74.4720259,,
node,5298756717,40.5354538,-74.4723592,,
node,5298765639,40.5285946,-74.4706696,,
node,5298765642,40.5283061,-74.4706012,,
node,5298765644,40.5302984,-74.4681215,,
node,5298765645,40.5302944,-74.4681563,,
node,5298765646,40.5302498,-74.4682119,,
node,5298765647,40.530263,-74.4682487,,
node,5298765648,40.5303375,-74.4682424,,
node,5298765650,40.53046,-74.4681484,,
node,5298765652,40.5302153,-74.468227,,
node,5298765654,40.5299154,-74.4679905,,
node,5298780359,40.5283724,-74.4827986,,
node,5298780360,40.5285905,-74.4822608,,
node,5298780361,40.5283808,-74.4821093,,
node,5298780397,40.5336223,-74.4779874,,
node,5298780398,40.5335959,-74.4780517,,
node,5298780399,40.5334975,-74.4783032,,
node,5298780400,40.5332906,-74.4788504,,
node,5298780401,40.533099,-74.4794552,,
node,5298780402,40.5330235,-74.4796966,,
node,5298780403,40.532994,-74.4798307,,
node,5298780404,40.5329705,-74.479989,,
node,5298780405,40.532944,-74.4801392,,
node,5306971134,40.4747937,-74.4245642,,
node,5306971135,40.4738756,-74.4249675,,
node,5306971136,40.4726772,-74.4217333,,
node,5306971137,40.4727686,-74.4216563,,
node,5306971138,40.4738873,-74.4211327,,
node,5306971139,40.4740532,-74.421748,,
node,5306971140,40.4741585,-74.4221485,,
node,5306971141,40.4726154,-74.4267757,,
node,5306971147,40.4720211,-74.4267402,,
node,5306971148,40.4721583,-74.4266527,,
node,5306971149,40.4725539,-74.426598,,
node,5306971150,40.4726202,-74.4265173,,
node,5306971151,40.4727516,-74.4253498,,
node,5306971152,40.4728014,-74.4251863,,
node,5306971168,40.4753357,-74.424314,,
node,5306971169,40.4758865,-74.424094,,
node,5306971170,40.4759477,-74.4240484,,
node,5306971171,40.4759967,-74.4238741,,
node,5306971172,40.4759457,-74.4236461,,
node,5306971173,40.4757222,-74.4230864,,
node,5306971174,40.4755429,-74.4226433,,
node,5306971175,40.4754261,-74.422376,,
node,5306971176,40.4752568,-74.4219603,,
node,5306971177,40.4749204,-74.4223414,,
node,5306971178,40.4747653,-74.4221523,,
node,5306971179,40.474598,-74.4222314,,
node,5306971180,40.474548,-74.4221281,,
node,5306971181,40.4744399,-74.422226,,
node,5306971182,40.4742827,-74.4222582,,
node,5306971183,40.4743174,-74.4223454,,
node,5306971184,40.4742299,-74.42242,,
node,5306971185,40.4744647,-74.4222036,,
node,5306971186,40.4744072,-74.4220007,,
node,5306971187,40.4743868,-74.4219256,,
node,5306971188,40.4744225,-74.4218787,,
node,5306971189,40.4744358,-74.4218317,,
node,5306971190,40.4743868,-74.4216292,,
node,5306971191,40.4744159,-74.4217494,,
node,5306971192,40.4743511,-74.4217151,,
node,5306971193,40.4743032,-74.4217325,,
node,5306971194,40.4742736,-74.4217955,,
node,5306971195,40.4742838,-74.4218773,,
node,5306971196,40.4743032,-74.4219162,,
node,5306971197,40.4743378,-74.421931,,
node,5306971198,40.4744017,-74.4216907,,
node,5306971199,40.4740681,-74.420073,,
node,5306971200,40.4751011,-74.4217652,,
node,5306971201,40.4750742,-74.4214856,,
node,5306971202,40.4749611,-74.4213688,,
node,5306971203,40.4748521,-74.4214821,,
node,5306971204,40.4746838,-74.4211334,,
node,5306971205,40.4748884,-74.4210007,,
node,5306971206,40.4747121,-74.4206822,,
node,5306971207,40.4745764,-74.4203334,,
node,5306971208,40.4749337,-74.4211108,,
node,5306971209,40.4748615,-74.4215828,,
node,5306971210,40.4747452,-74.4216928,,
node,5306971211,40.4745167,-74.4217732,,
node,5306971212,40.4745044,-74.4219422,,
node,5306971213,40.476048,-74.4241139,,
node,5338150687,40.4697529,-74.4695627,,
node,5338150688,40.4699149,-74.4697984,,
node,5338150689,40.4702577,-74.4703831,,
node,5338150690,40.4700027,-74.4706567,,
node,5338150691,40.4696619,-74.4701149,,
node,5338150692,40.4697781,-74.4699696,,
node,5338150693,40.4701336,-74.4705163,,
node,5338150694,40.4695109,-74.4698626,,
node,5338150695,40.47059,-74.469825,,
node,5338150696,40.4704579,-74.4699623,,
node,5338150697,40.4708677,-74.4706021,,
node,5338150698,40.4701868,-74.4695194,,
node,5338150699,40.4701737,-74.4702398,,
node,5338150700,40.4694385,-74.4710144,,
node,5338150701,40.4699223,-74.4705289,,
node,5338150702,40.4696169,-74.4708353,,
node,5338150703,40.4693844,-74.4704636,,
node,5338150704,40.4700529,-74.4696568,,
node,5338150705,40.4703181,-74.4700947,,
node,5339606602,40.4706535,-74.4699301,,
node,5339606603,40.4710174,-74.4695383,,
node,5339606604,40.4710419,-74.4695235,,
node,5339606605,40.4710664,-74.4695208,,
node,5339606606,40.471096,-74.4695316,,
node,5339606607,40.4711225,-74.4695584,,
node,5339606608,40.4712376,-74.4699053,,
node,5339606609,40.4713012,-74.4697879,,
node,5339606610,40.471284,-74.4698628,,
node,5339606611,40.4713027,-74.4698268,,
node,5339606612,40.4710658,-74.4700926,,
node,5339606613,40.470999,-74.4701698,,
node,5339606614,40.4709653,-74.4701668,,
node,5339606615,40.4708273,-74.4699426,,
node,5339606616,40.4707253,-74.470049,,
node,5339606617,40.4710259,-74.4697317,,
node,5339606618,40.4712419,-74.4697117,,
node,5377077863,40.4892167,-74.4283167,,
node,5377077864,40.4892804,-74.428069,,
node,5377077865,40.4893249,-74.427858,,
node,5377077866,40.4893377,-74.4277509,,
node,5407913470,40.4781777,-74.4555544,,
node,5407913471,40.4782012,-74.4555897,,
node,5407913472,40.4782236,-74.4556324,,
node,5407913473,40.4782639,-74.4556972,,
node,5407913474,40.4783031,-74.4557619,,
node,5407913475,40.4783423,-74.4558311,,
node,5407913476,40.4783804,-74.4558886,,
node,5407913477,40.4784218,-74.4559563,,
node,5407913478,40.478461,-74.4560255,,
node,5407913479,40.4784979,-74.4560873,,
node,5407913480,40.478564,-74.4561874,,
node,5433909757,40.5213647,-74.4319316,,
node,5433909758,40.5208264,-74.4320496,,
node,5433909759,40.5204594,-74.4322052,,
node,5452332205,40.5176622,-74.4317999,,
node,5457810698,40.4786805,-74.4434535,,
node,5457810699,40.4784953,-74.4433688,,
node,5457810700,40.4784392,-74.443354,,
node,5457810701,40.4783688,-74.4433527,,
node,5457810702,40.4783892,-74.4434291,,
node,5457810703,40.4784708,-74.4420357,,
node,5457810704,40.478632,-74.4423603,,
node,5457810705,40.4789717,-74.4429906,,
node,5457810706,40.4784252,-74.4434971,,
node,5457810707,40.4786731,-74.4434917,,
node,5462443578,40.5175273,-74.4292033,,
node,5462443579,40.5175545,-74.4288274,,
node,5474070044,40.5229838,-74.4547115,,
node,5474070045,40.5231164,-74.45515,,
node,5474070046,40.5241959,-74.4540683,,
node,5474070047,40.5242637,-74.4543006,,
node,5474070048,40.5230526,-74.454939,,
node,5474070049,40.5243657,-74.4548152,,
node,5474070050,40.5243925,-74.4547367,,
node,5474070051,40.5230435,-74.4549089,,
node,5474070053,40.5228668,-74.4558645,,
node,5474070054,40.5247969,-74.4545856,,
node,5474070055,40.5247316,-74.4547128,,
node,5474070056,40.5246745,-74.4547879,,
node,5474070057,40.5240573,-74.4551075,,
node,5474070058,40.5228482,-74.4557999,,
node,5474070059,40.5231699,-74.4556301,,
node,5474070060,40.5231383,-74.4552882,,
node,5474070061,40.5236623,-74.4550079,,
node,5474088650,40.5211063,-74.4557063,,
node,5474088651,40.5210469,-74.4558137,,
node,5478920774,40.522062,-74.4555097,,
node,5478920775,40.5220467,-74.455511,,
node,5478920776,40.522034,-74.455511,,
node,5478920777,40.521982,-74.4555043,,
node,5478920778,40.521954,-74.4554835,,
node,5478920779,40.5219285,-74.455458,,
node,5478920780,40.5219038,-74.4555012,,
node,5478920781,40.5218826,-74.455538,,
node,5478920782,40.5219133,-74.4554847,,
node,5478920783,40.5219178,-74.4554764,,
node,5489104233,40.5096064,-74.4659142,,
node,5489104234,40.5095881,-74.4658038,,
node,5489104235,40.509568,-74.4656478,,
node,5489104236,40.5095571,-74.4655517,,
node,5489104237,40.5095516,-74.4654797,,
node,5489104238,40.5095516,-74.4654029,,
node,5489104239,40.5095552,-74.4653405,,
node,5489104240,40.5095607,-74.4652949,,
node,5489104241,40.5095644,-74.4652325,,
node,5489104242,40.5095589,-74.4651508,,
node,5489104243,40.5095479,-74.465038,,
node,5489104244,40.5095425,-74.4649708,,
node,5489104245,40.5095388,-74.464882,,
node,5489104246,40.5095352,-74.4648003,,
node,5489104247,40.5095352,-74.4647259,,
node,5489104248,40.5095406,-74.4646347,,
node,5489104249,40.5095425,-74.4645507,,
node,5489104250,40.5095425,-74.4644786,,
node,5489104251,40.5095352,-74.4643058,,
node,5489104252,40.5095352,-74.464193,,
node,5489104253,40.5095297,-74.464109,,
node,5489104254,40.5095242,-74.4640585,,
node,5489104255,40.5095096,-74.4640057,,
node,5489104256,40.5094932,-74.4639673,,
node,5489104257,40.5094676,-74.4639097,,
node,5489104258,40.5094038,-74.4637681,,
node,5489104259,40.5093654,-74.4637152,,
node,5489116617,40.512665,-74.4700028,,
node,5489116618,40.512795,-74.4704148,,
node,5489116619,40.5129472,-74.4703317,,
node,5489116620,40.5126776,-74.4700428,,
node,5489117221,40.5128723,-74.4699336,,
node,5489117222,40.5134474,-74.4718315,,
node,5489117223,40.5134164,-74.4717956,,
node,5489117224,40.5133879,-74.4717191,,
node,5489117225,40.5132233,-74.4712029,,
node,5489117226,40.5130883,-74.470773,,
node,5489117227,40.5129423,-74.4703073,,
node,5489117228,40.5129522,-74.4702796,,
node,5489117229,40.5129695,-74.4702634,,
node,5489117230,40.512894,-74.4699882,,
node,5489117231,40.5128445,-74.4698351,,
node,5489117232,40.5126872,-74.4693026,,
node,5489117233,40.5125659,-74.4688288,,
node,5489117234,40.5125325,-74.4686382,,
node,5489117235,40.512405,-74.4679429,,
node,5489117236,40.5123109,-74.467386,,
node,5489117237,40.5122354,-74.4669301,,
node,5489117238,40.5122329,-74.4668519,,
node,5489117239,40.5122819,-74.4667734,,
node,5489117240,40.5129863,-74.4704539,,
node,5489117241,40.5130889,-74.4703859,,
node,5489117242,40.5140071,-74.4694029,,
node,5489117243,40.5139439,-74.4692184,,
node,5489117244,40.5138888,-74.4691567,,
node,5489117245,40.5137625,-74.4690602,,
node,5489122058,40.5212486,-74.4630393,,
node,5489122059,40.5213364,-74.4631061,,
node,5489122060,40.5214441,-74.4631696,,
node,5489122061,40.5215567,-74.4632429,,
node,5489122062,40.521657,-74.463339,,
node,5489122063,40.5217362,-74.463422,,
node,5489122064,40.5217802,-74.4634738,,
node,5489122065,40.5218985,-74.4633316,,
node,5489326829,40.5074531,-74.4648527,,
node,5489326830,40.5074654,-74.4655501,,
node,5489326831,40.5074164,-74.4661241,,
node,5489326832,40.5073226,-74.4665425,,
node,5489326833,40.5070901,-74.4666659,,
node,5489326834,40.5060256,-74.4666766,,
node,5489326835,40.5059172,-74.4663776,,
node,5489326837,40.5058324,-74.4667573,,
node,5489326838,40.5059015,-74.4664311,,
node,5489326839,40.5074466,-74.4643318,,
node,5489339868,40.4973597,-74.4390579,,
node,5489339869,40.497488,-74.4390749,,
node,5489339870,40.4975295,-74.4390458,,
node,5489339871,40.4975433,-74.4389803,,
node,5489339872,40.49725,-74.4389111,,
node,5489339873,40.4971947,-74.4389184,,
node,5489339874,40.4971449,-74.4390094,,
node,5489339875,40.49712,-74.4391513,,
node,5489339876,40.4969531,-74.4392968,,
node,5489339877,40.4969069,-74.4393692,,
node,5489339878,40.4969066,-74.4394806,,
node,5489339879,40.4972119,-74.4393041,,
node,5489339892,40.4978677,-74.4346509,,
node,5489339899,40.4950716,-74.4391284,,
node,5489339900,40.4971275,-74.4391085,,
node,5489339901,40.4969323,-74.4392252,,
node,5489339902,40.4968212,-74.4392681,,
node,5489339903,40.4966316,-74.4391994,,
node,5489339904,40.4963179,-74.4391263,,
node,5489339905,40.4959683,-74.4391349,,
node,5489339906,40.4954944,-74.4390919,,
node,5489339907,40.495092,-74.4389579,,
node,5489386669,40.5127707,-74.4703356,,
node,5489386670,40.5127531,-74.4702884,,
node,5497307440,40.5068735,-74.4565932,,
node,5497307441,40.5068727,-74.4567109,,
node,5497307442,40.5068982,-74.4569183,,
node,5497307443,40.5069538,-74.4573035,,
node,5497307444,40.5070002,-74.4576511,,
node,5497307445,40.5070234,-74.457708,,
node,5497307446,40.5070651,-74.4577446,,
node,5497307447,40.5071169,-74.4577781,,
node,5497307448,40.5071717,-74.4577852,,
node,5497307449,40.5072382,-74.4577578,,
node,5497307450,40.5072838,-74.4577059,,
node,5497307451,40.5073224,-74.4576389,,
node,5497307452,40.5073603,-74.4575006,,
node,5497307453,40.5073896,-74.4573848,,
node,5497307454,40.5073912,-74.4572049,,
node,5497307455,40.5073811,-74.4570402,,
node,5497307456,40.5073618,-74.4569081,,
node,5497307457,40.5073309,-74.4567658,,
node,5497307458,40.507307,-74.4566906,,
node,5497307459,40.5071893,-74.456046,,
node,5497307460,40.5074314,-74.4576409,,
node,5497307461,40.5073927,-74.4566266,,
node,5497307462,40.5073696,-74.4565005,,
node,5497307463,40.5072985,-74.4562292,,
node,5497307464,40.507208,-74.4558277,,
node,5497307465,40.507137,-74.4555157,,
node,5497307466,40.5070911,-74.4551921,,
node,5497307467,40.5070476,-74.4547519,,
node,5497307468,40.5070023,-74.4542919,,
node,5497307469,40.5069446,-74.4537479,,
node,5497307470,40.5068931,-74.4532026,,
node,5497307471,40.5068346,-74.4525617,,
node,5497307472,40.5067982,-74.4523165,,
node,5497307473,40.5067618,-74.4521986,,
node,5497307474,40.5067325,-74.4520818,,
node,5497307475,40.5066348,-74.4518145,,
node,5497307476,40.5065292,-74.4516067,,
node,5497307477,40.5062744,-74.4510988,,
node,5497307478,40.5061138,-74.4507556,,
node,5497307479,40.5059913,-74.4505186,,
node,5497307480,40.5057751,-74.4500702,,
node,5497307481,40.505633,-74.4497891,,
node,5497307482,40.5054315,-74.4494317,,
node,5497307483,40.5053064,-74.4492802,,
node,5497307484,40.5047922,-74.4485134,,
node,5497307485,40.5044242,-74.4479601,,
node,5497307486,40.5041915,-74.447582,,
node,5497307487,40.5040497,-74.4472767,,
node,5497307488,40.5039549,-74.4470129,,
node,5497307489,40.5038142,-74.4466142,,
node,5497307490,40.5037258,-74.4464267,,
node,5497307491,40.5035792,-74.4461891,,
node,5497307492,40.5033143,-74.4458085,,
node,5497307493,40.5031927,-74.4456719,,
node,5497307494,40.5030533,-74.4455271,,
node,5497307495,40.5029832,-74.4454454,,
node,5497307496,40.5027326,-74.4451254,,
node,5497307497,40.5025311,-74.4448522,,
node,5497307498,40.5020492,-74.4442154,,
node,5497307499,40.501882,-74.4439559,,
node,5497307500,40.5017912,-74.4437916,,
node,5497307501,40.5014447,-74.443192,,
node,5497307502,40.5011557,-74.4427031,,
node,5497307503,40.5008821,-74.4422508,,
node,5497307504,40.500719,-74.4419916,,
node,5497307505,40.5006394,-74.4418737,,
node,5497307506,40.5006201,-74.4418341,,
node,5497307507,40.5006232,-74.4418056,,
node,5497307508,40.5004756,-74.4416278,,
node,5497307509,40.5004532,-74.4416146,,
node,5497307510,40.500413,-74.4416125,,
node,5497307511,40.5001185,-74.4412283,,
node,5497307512,40.4997151,-74.4407781,,
node,5497307513,40.4994825,-74.4405433,,
node,5497307514,40.4991447,-74.4402384,,
node,5497307515,40.4989592,-74.4401144,,
node,5497307516,40.4983201,-74.4396459,,
node,5497307517,40.4981485,-74.4394619,,
node,5497307518,40.4980573,-74.4393247,,
node,5497307519,40.4979847,-74.4392037,,
node,5497307520,40.4978989,-74.4391031,,
node,5497307521,40.4978123,-74.439034,,
node,5497307522,40.4976647,-74.4389934,,
node,5497307523,40.4975723,-74.4389817,,
node,5497307524,40.4974761,-74.4389645,,
node,5497307525,40.497275,-74.438917,,
node,5497307526,40.5054735,-74.4495062,,
node,5497307527,40.5054412,-74.4495398,,
node,5497307528,40.5053702,-74.4494213,,
node,5497307529,40.5053498,-74.4494464,,
node,5497307530,40.5054292,-74.4495708,,
node,5497307531,40.5052997,-74.4497082,,
node,5508502104,40.4675742,-74.474095,,
node,5508502105,40.4673099,-74.4743869,,
node,5511130072,40.5058195,-74.4661246,,
node,5511130073,40.5060224,-74.4648861,,
node,5511130074,40.5058801,-74.4650804,,
node,5511130075,40.5058208,-74.4651737,,
node,5511130076,40.5058031,-74.4652203,,
node,5511130077,40.5057912,-74.4652695,,
node,5511130078,40.5057756,-74.4657019,,
node,5511130079,40.5057796,-74.465891,,
node,5511130080,40.505831,-74.4659937,,
node,5514259269,40.4856158,-74.4220225,,
node,5514259270,40.4862043,-74.4211212,,
node,5514259271,40.4862568,-74.4211037,,
node,5514259272,40.4862966,-74.4211279,,
node,5514259273,40.4854022,-74.4228561,,
node,5514259274,40.4857264,-74.4224314,,
node,5514259275,40.4865185,-74.4210763,,
node,5514259276,40.4857978,-74.4222423,,
node,5516361916,40.4777306,-74.4425898,,
node,5516361917,40.4768519,-74.4464573,,
node,5516361918,40.476909,-74.4463567,,
node,5516361919,40.4767799,-74.4461267,,
node,5516361920,40.4767192,-74.4460443,,
node,5516362121,40.4765683,-74.4458029,,
node,5516362122,40.4765053,-74.4455895,,
node,5516362123,40.4769763,-74.4469401,,
node,5516362124,40.4769416,-74.4465177,,
node,5516362125,40.4769702,-74.4468221,,
node,5516362126,40.4772711,-74.4462132,,
node,5516362127,40.4772752,-74.4461127,,
node,5516362128,40.4770906,-74.4465821,,
node,5516362129,40.4770895,-74.4464882,,
node,5516362130,40.4771018,-74.4464506,,
node,5516362131,40.477115,-74.4466129,,
node,5516362132,40.4762198,-74.4466297,,
node,5516362133,40.4766065,-74.4446301,,
node,5516362134,40.4766029,-74.4446924,,
node,5516362135,40.4766208,-74.4446019,,
node,5516362136,40.4766147,-74.444726,,
node,5516418356,40.4894382,-74.4628913,,
node,5516418357,40.4894413,-74.4630537,,
node,5516418358,40.489584,-74.4626968,,
node,5516418359,40.489259,-74.4631734,,
node,5516418360,40.4892066,-74.463319,,
node,5516418361,40.4891605,-74.4634338,,
node,5516418362,40.4891189,-74.4635175,,
node,5516418363,40.4890047,-74.4636235,,
node,5516418364,40.4893589,-74.4630072,,
node,5516418366,40.489021,-74.4638984,,
node,5516418367,40.4890934,-74.4637562,,
node,5516418368,40.4891995,-74.4635081,,
node,5516418369,40.4893204,-74.4632318,,
node,5516418372,40.4894422,-74.4625425,,
node,5516418374,40.4898473,-74.4597271,,
node,5516418375,40.4897865,-74.4599059,,
node,5516418376,40.4893331,-74.4626659,,
node,5516418377,40.4889353,-74.4637884,,
node,5516418378,40.4884845,-74.4649458,,
node,5516418380,40.4881418,-74.4656083,,
node,5516433744,40.4941889,-74.4394447,,
node,5516433745,40.4942184,-74.4395064,,
node,5516433746,40.4942337,-74.4395761,,
node,5516433747,40.4942297,-74.4396499,,
node,5516433748,40.4942072,-74.4397518,,
node,5516469404,40.4801478,-74.4449392,,
node,5516469405,40.4813219,-74.4456352,,
node,5516469406,40.4813464,-74.4455038,,
node,5516469407,40.4812638,-74.4454394,,
node,5516469408,40.4811526,-74.4453697,,
node,5516469409,40.4808966,-74.4452651,,
node,5516469410,40.4814607,-74.445709,,
node,5516469411,40.4807517,-74.445249,,
node,5522688107,40.4995503,-74.4484106,,
node,5527659776,40.4914655,-74.4557891,,
node,5527659777,40.4929169,-74.455932,,
node,5544675929,40.5227705,-74.4188608,,
node,5544675930,40.5227995,-74.4184627,,
node,5544675931,40.5228027,-74.4178009,,
node,5544675932,40.5228054,-74.4177462,,
node,5544675933,40.5228016,-74.4176916,,
node,5544675934,40.5227913,-74.4176378,,
node,5544675935,40.5227748,-74.4175856,,
node,5544675936,40.5227523,-74.4175357,,
node,5544675937,40.522724,-74.4174888,,
node,5544675938,40.5226903,-74.4174457,,
node,5544675939,40.5226518,-74.4174068,,
node,5544675940,40.522609,-74.4173727,,
node,5544675941,40.5225624,-74.4173439,,
node,5544675942,40.5225127,-74.4173208,,
node,5544675943,40.5224607,-74.4173038,,
node,5544675944,40.522407,-74.417293,,
node,5544675945,40.5215606,-74.4173091,,
node,5550080308,40.4891699,-74.4668891,,
node,5550080309,40.4880031,-74.4662708,,
node,5550080310,40.4882569,-74.4664829,,
node,5550080311,40.4886681,-74.4649458,,
node,5552684014,40.5059128,-74.440922,,
node,5555489986,40.4871031,-74.4325,,
node,5564950265,40.4898257,-74.4423656,,
node,5574935022,40.5268391,-74.4541611,,
node,5574935023,40.5266183,-74.4539125,,
node,5574935024,40.5271797,-74.4563181,,
node,5574935025,40.5271638,-74.4563065,,
node,5574935026,40.527196,-74.4563367,,
node,5574935035,40.5270717,-74.4558249,,
node,5574996198,40.4893081,-74.4362462,,
node,5574996199,40.4893137,-74.4361395,,
node,5574996200,40.4891837,-74.4354509,,
node,5574996201,40.489124,-74.4353657,,
node,5574996202,40.4896136,-74.4358546,,
node,5574996203,40.4893994,-74.4357426,,
node,5574996204,40.4895029,-74.4357922,,
node,5574996205,40.4893565,-74.4360711,,
node,5574996206,40.4893892,-74.4360618,,
